科目,出題回,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正解,解説
臨床医学各論,32,"「18歳の男性。背が高く痩せている。突然、右胸の痛みと息切れを感じた。」
血圧がさがり息切れが増加した。最も適切な対応はどれか。",経過観察,鎮痛剤の投与,生理食塩水点滴,胸腔ドレナージ,4,
臨床医学各論,33,食中毒の原因となる細菌と食品の組合せで正しいのはどれか。,サルモネラ属　---　魚介類,腸炎ビブリオ　---　レバー,カンピロバクター　---　鶏　肉,腸管出血性大腸菌　---　鶏　卵,3,
臨床医学各論,33,緑内障について正しいのはどれか。,初期の変化は硝子体に起こる。,初期から中心視野が障害される。,視神経は障害されない。,中高年の失明の原因として最も多い。,4,
臨床医学各論,33,パニック発作について正しいのはどれか。,特定の社会状況で発作が起こる。,発作は数時間続く。,発作時の呼吸困難には酸素投与を行う。,治療には認知行動療法が有効である。,4,
臨床医学各論,33,小児のアトピー性皮膚炎について正しいのはどれか。,皮膚のバリア機能が亢進している。,湿疹は四肢大関節の屈側に認めることが多い。,Ⅲ型アレルギーが関与している。,抗ヒスタミン薬の内服が第一選択である。,2,
臨床医学各論,33,抗酸菌感染症について正しいのはどれか。,肺結核の主な感染経路は飛沫感染である。,"我が国の2022年の結核新規発症患者数は1,000人以下である。",非結核性抗酸菌症は人から人に感染する。,非結核性抗酸菌症は難治性である。,4,
臨床医学各論,33,COPDについて最も適切なのはどれか。,受動喫煙は関与しない。,肺癌の合併に注意する。,安静時の呼吸困難が特徴である。,禁煙で呼吸機能は改善する。,2,
臨床医学各論,33,気管支喘息について正しいのはどれか。,Ⅱ型アレルギーである。,拘束性換気障害をきたす。,発作は夜間や明け方に多い。,気管支拡張薬が治療の中心である。,3,
臨床医学各論,33,アナフィラキシーを最も起こしやすい疾患はどれか。,血清病,食物アレルギー,アレルギー性鼻炎,アレルギー性接触性皮膚炎,2,
臨床医学各論,33,胃食道逆流症について正しいのはどれか。,食道下部縦走筋は緊張する。,食道内圧は上昇する。,食道下部扁平上皮は円柱上皮化する。,体重増加によって症状は改善する。,3,
臨床医学各論,33,アルツハイマー病の初期にみられるのはどれか。,幻　視,記憶障害,てんかん発作,反社会的行動,2,
臨床医学各論,33,炎症性腸疾患について正しいのはどれか。,クローン病は大腸に限局する。,潰瘍性大腸炎は非連続性病変を示す。,食生活の欧米化により患者数が増加した。,赤沈は病勢を反映しない。,3,
臨床医学各論,33,膵癌について正しいのはどれか。,CA19-9は特異度が高い。,アミラーゼ値は病態を反映する。,放射線検査で確定診断ができる。,早期に発見されやすい。,1,
臨床医学各論,33,内分泌疾患と症状の組合せで正しいのはどれか。,アジソン病　---　色素沈着,バセドウ病　---　テタニー,クッシング病　---　眼球突出,原発性アルドステロン症　---　満月様顔貌,1,
臨床医学各論,33,小児で体幹前屈時に肋骨隆起を認めた場合、疑う疾患はどれか。,側弯症,肺腫瘍,鳩　胸,肋骨骨折,1,
臨床医学各論,33,発育性股関節形成不全について誤っているのはどれか。,男児に多い。,分娩時の胎位異常で発生率が高い。,家族内発生がみられる。,治療は装具療法が主体となる。,1,
臨床医学各論,33,変形性関節症の単純エックス線所見で誤っているのはどれか。,荷重部軟骨下骨の硬化,関節裂隙の拡大,骨棘形成,骨嚢胞形成,2,
臨床医学各論,33,前立腺肥大の初期症状はどれか。,血　尿,尿失禁,夜間頻尿,排尿時痛,3,
臨床医学各論,33,鉄欠乏性貧血の患者によくみられるのはどれか。,爪の変形,白　髪,知覚鈍麻,味覚低下,1,
臨床医学各論,33,特発性血小板減少性紫斑病について最も適切なのはどれか。,筋肉内に血腫を生じるのが特徴である。,血管に対する自己抗体によって発症する。,女性よりも男性に多い。,ヘリコバクター・ピロリ除菌療法が有効である。,4,
臨床医学各論,33,病初期から人格障害がよくみられるのはどれか。,脳血管性認知症,前頭側頭型認知症,アルツハイマー病,レビー小体型認知症,2,
臨床医学各論,33,パーキンソン病でよくみられるのはどれか。,下　痢,発汗低下,唾液減少,起立性低血圧,4,
臨床医学各論,33,筋萎縮性側索硬化症でよくみられるのはどれか。,膀胱直腸障害,眼球運動障害,嚥下障害,褥　瘡,3,
臨床医学各論,33,"「17歳の男子。バイク走行中に転倒し救急搬送。ヘルメットの右外側に傷があり、右肩に外傷がある。右上肢は自動運動不能で知覚異常を認めた。意識は鮮明、独歩可能、脳神経に異常はない。」
診断に有用性が最も低いのはどれか。",CT検査,MRI検査,筋電図検査,超音波検査,4,
臨床医学各論,33,"「17歳の男子。バイク走行中に転倒し救急搬送。ヘルメットの右外側に傷があり、右肩に外傷がある。右上肢は自動運動不能で知覚異常を認めた。意識は鮮明、独歩可能、脳神経に異常はない。」
身体所見では肘の屈曲・手関節の背屈が不能で、手指の屈曲もできない。上肢の骨折や関節の脱臼はない。損傷部位はどれか。",側頸部,腋窩部,上腕部,肘　部,1,
臨床医学各論,33,"「30歳の男性。右手小指のしびれを主訴に受診。手関節の可動域制限はないが、右肘関節の屈曲可動域は120度であった。幼少期に右肘関節骨折の治療歴がある。」
身体所見上認められるのはどれか。",肘関節屈筋力低下,外反肘,下垂手,猿　手,2,
臨床医学各論,33,"「30歳の男性。右手小指のしびれを主訴に受診。手関節の可動域制限はないが、右肘関節の屈曲可動域は120度であった。幼少期に右肘関節骨折の治療歴がある。」
障害神経はどれか。",筋皮神経,橈骨神経,正中神経,尺骨神経,4,
臨床医学各論,33,"「78歳の肥満女性。以前から腰痛があった。3日前から左膝内側の痛みが出現。市販の外用薬を使用して様子をみていたが、歩行時痛が増強してきたため来院した。」
診断に有用性が最も低いのはどれか。",間欠跛行の聴取,膝蓋跳動,スパーリングテスト,下肢伸展挙上テスト,3,
臨床医学各論,33,"「78歳の肥満女性。以前から腰痛があった。3日前から左膝内側の痛みが出現。市販の外用薬を使用して様子をみていたが、歩行時痛が増強してきたため来院した。」
運動療法で適切でないのはどれか。",水中ウォーキング,体幹筋訓練,大腿四頭筋訓練,長距離歩行,4,
臨床医学各論,33,"「55歳の男性。夕食にしめさばを食べて就寝したところ1時間半後に強い心窩部痛で覚醒し、救急搬送された。下痢は認めなかった。」
本疾患の発症について正しいのはどれか。",イカの生食では発症しない。,一度発症したら二度と罹患しない。,食材の－20℃、48時間冷凍で予防できる。,細菌感染症である。,3,
臨床医学各論,33,"「55歳の男性。夕食にしめさばを食べて就寝したところ1時間半後に強い心窩部痛で覚醒し、救急搬送された。下痢は認めなかった。」
本疾患について正しいのはどれか。",胃内視鏡検査を行う。,アナフィラキシーは発症しない。,胃潰瘍を認める。,抗菌薬投与が有効である。,1,
臨床医学各論,34,帯状疱疹について正しいのはどれか。,5類感染症である。,ウイルスの初回感染で起こる。,ワクチンによって予防が可能である。,左右対称性に出現する。,3,
臨床医学各論,34,パニック障害について正しいのはどれか。,発作は場所や時間に関係なく突然起こる。,発作時の呼吸困難には酸素投与を行う。,発作の胸痛は数時間続く。,薬物療法は無効である。,1,
臨床医学各論,34,脳性麻痺につてい正しいのはどれか。,脳の進行性病変に基づく障害である。,病型は失調型が最も多い。,精神発達遅滞と麻痺の程度は無関係である。,ボツリヌス毒素治療は適応とはならない。,3,
臨床医学各論,34,小児の気管支喘息について正しいのはどれか。,非アトピー型喘息が多い。,発作時には呼気の延長がみられる。,発作時には水分摂取を制限する。,思春期までに寛解するのはまれである。,2,
臨床医学各論,34,膵癌の危険因子はどれか。,胃　癌,糖尿病,腎不全,関節リウマチ,2,
臨床医学各論,34,アルコール性肝障害について誤っているのはどれか。,治療の基本は禁酒である。,肝生検は診断に有用である。,飲酒量が同量の場合、男性の方が発症しやすい。,γーGTが高値である。,3,
臨床医学各論,34,乳癌について正しいのはどれか。,男性には発症しない。,主な症状は乳房のしこりである。,頸部リンパ節に転移しやすい。,エストロゲン補充療法を行う。,2,
